LotNo,Qty Unique Chip-id Bin1,Qty Redundant Chip-id,Qty Camstar at Bake-in,Result,Qty Camstar-Unique Chip-Id,Tested Date,Test Sequence
VC42849094W,7854,0,28560,Incomplete EBS,20706,['2024-07-24 06:23:46'],['N']
VC22321993D,28481,0,28478,OK,3,['2024-07-24 11:56:28'],['NR']
VC42849094W,28560,0,28560,OK,0,['2024-07-24 06:23:46'],['NCR']
VC22203093I,28568,0,28553,OK,15,['2024-07-24 15:55:17'],['NCR']
VC22321994P,28521,0,28504,OK,17,['2024-07-24 20:31:52'],['NR']
VC22321993I,28626,0,28626,OK,0,['2024-07-25 01:59:37'],['NR']
PF352602EAG,24221,0,24216,OK,5,['2024-07-25 05:36:02'],['NR']
PF352602B35,26532,0,26531,OK,1,['2024-07-25 11:38:05'],['NC']
VC22321994J,28533,0,28505,OK,28,['2024-07-25 13:51:26'],['NR']
VC22187394W,28421,0,28421,OK,0,['2024-07-25 23:47:58'],['NR']
VC22321994D,28505,0,28500,OK,5,['2024-07-26 00:06:09'],['NR']
VC221873952,28578,0,28558,OK,20,['2024-07-26 09:06:18'],['NRR']
VC22203093O,28460,0,28451,OK,9,['2024-07-26 09:55:18'],['NR']
VC22321994V,28462,0,28452,OK,10,['2024-07-26 19:58:07'],['NCR']
VC221873958,28565,0,28559,OK,6,['2024-07-26 20:25:13'],['NR']
VC22203093T,28619,0,28619,OK,0,['2024-07-27 05:18:23'],['NCCR']
VC22187394R,28306,0,28302,OK,4,['2024-07-27 06:21:06'],['NCR']
VC428490B11,26213,0,26210,OK,3,['2024-07-21 05:03:57'],['NRR']
PF352602EA7,24128,0,24128,OK,0,['2024-07-16 05:28:46'],['NR']
VC221873931,28590,0,28590,OK,0,['2024-08-07 04:31:25'],['NCR']
PF352603946,26588,0,26584,OK,4,['2024-08-09 18:28:08'],['NCR']
PF352603B17,24668,1,24666,OK,2,['2024-08-10 07:05:06'],['NR']
VC423888EAP,30628,0,30628,OK,0,['2024-08-10 15:18:08'],['NR']
VC423888EAF,26820,0,26817,OK,3,['2024-08-11 01:02:35'],['NR']
VC423888B02,26750,0,26749,OK,1,['2024-08-11 11:17:59'],['NR']
VC423888EBL,29459,1,29437,OK,22,['2024-08-11 19:29:18'],['NR']
VC423888B03,26711,0,26696,OK,15,['2024-08-12 06:12:01'],['NCR']
VC423888EB1,27628,0,27628,OK,0,['2024-08-12 16:27:41'],['NR']
VC423888B06,26674,0,26674,OK,0,['2024-08-13 00:36:29'],['NR']
VC423888B05,26638,0,26638,OK,0,['2024-08-13 08:43:39'],['NR']
VC42388893L,27060,5,27054,OK,6,['2024-08-13 17:21:04'],['NR']
VC42388893B,27146,0,27144,OK,2,['2024-08-14 03:39:49'],['NCR']
VC423888B01,26619,0,26614,OK,5,['2024-08-14 16:24:30'],['NR']
VC42388893V,7440,0,27337,Incomplete EBS,19897,['2024-08-15 03:33:50'],['NC']
VC42388893V,27342,0,27337,OK,5,['2024-08-15 03:33:50'],['NCR']
VC423888B04,26685,0,26682,OK,3,['2024-08-20 10:26:55'],['NR']
VC423888B12,26595,14,26592,OK,3,['2024-08-20 20:10:47'],['NRR']
VC423888EBB,28403,0,28396,OK,7,['2024-08-21 07:13:08'],['NCRR']
VC423888B07,26688,0,26673,OK,15,['2024-08-21 19:53:41'],['NR']
PF352602EBR,24179,0,24174,OK,5,['2024-08-22 17:59:59'],['NCRR']
PF352602EAZ,23455,0,23440,OK,15,['2024-08-23 05:17:44'],['NCCRR']
PF352602B46,26341,0,26336,OK,5,['2024-08-24 15:57:18'],['NCR']
VC423888EBV,30150,0,30150,OK,0,['2024-08-25 06:05:16'],['NCR']
VC423888B17,26509,0,26504,OK,5,['2024-08-25 19:06:13'],['NRR']
PF352602B45,26550,1,26539,OK,11,['2024-08-22 06:04:17'],['NCCR']
PF352602EB9,23999,0,23993,OK,6,['2024-08-26 06:11:07'],['NCR']
PF352602B44,26319,0,26315,OK,4,['2024-08-24 01:12:03'],['NCR']
VC423888EF7,28461,0,28430,OK,31,['2024-08-29 04:34:00'],['NCR']
VC423888EAA,26838,0,26835,OK,3,['2024-08-29 19:59:32'],['NCR']
VC437058B01,26599,3,26590,OK,9,['2024-09-04 00:35:57'],['NCCR']
VC437058945,30345,30,30336,OK,9,['2024-09-03 14:57:07'],['NCRR']
VC43705893T,30551,0,30543,OK,8,['2024-09-04 13:40:32'],['NR']
VC43705893I,30315,2,30315,OK,0,['2024-09-04 11:06:16'],['NRR']
VC437058B03,26620,0,26615,OK,5,['2024-09-04 23:01:13'],['NR']
VC437058B02,26690,0,26690,OK,0,['2024-09-04 22:51:43'],['NR']
VC43705894G,28558,0,28555,OK,3,['2024-09-05 07:43:48'],['NR']
VC437058954,28489,1,28483,OK,6,['2024-09-05 09:30:24'],['NRR']
VC43705894S,30321,0,30321,OK,0,['2024-09-05 18:17:45'],['NR']
VC437058B04,26581,0,26580,OK,1,['2024-09-06 04:18:32'],['NR']
VC437058B05,26615,0,26579,OK,36,['2024-09-07 02:02:08'],['NCCCRR']
VC437058937,30499,2,30067,OK,432,['2024-09-06 03:04:56'],['NCRR']
VC437058931,28365,12,28350,OK,15,['2024-09-12 12:40:05'],['NCRR']
VC43705894M,27908,0,28330,FAIL,422,['2024-09-13 19:40:39'],['NR']
PF352602EF1,24664,0,24661,OK,3,['2024-09-19 07:19:56'],['NR']
VC43705894M,28153,1,28135,OK,18,['2024-09-18 19:29:54'],['NR']
PF352602B57,26617,0,26617,OK,0,['2024-09-19 16:39:01'],['NCR']
PF352602B58,26728,0,26728,OK,0,['2024-09-20 08:36:30'],['NR']
PF352602EFL,24816,0,24809,OK,7,['2024-09-20 16:56:20'],['NRR']
PF408005B01,26749,0,26749,OK,0,['2024-09-21 21:14:27'],['NCRR']
PF408005931,24655,0,24655,OK,0,['2024-09-22 05:34:04'],['NR']
PF408005B02,26564,0,26564,OK,0,['2024-09-22 13:16:13'],['NCR']
PF40800593B,24407,0,24400,OK,7,['2024-09-22 22:47:41'],['NR']
PF352602EFB,24682,1,24674,OK,8,['2024-09-21 01:42:53'],['NR']
PF352602B59,26675,1,26671,OK,4,['2024-09-21 11:52:02'],['NRR']
PF408005B06,26618,0,26599,OK,19,['2024-09-27 19:08:39'],['NCR']
PF40800593U,24685,0,24681,OK,4,['2024-09-28 07:55:49'],['NCR']
PF408005945,24651,0,24649,OK,2,['2024-09-28 20:50:14'],['NCR']
PF408005B07,26605,4,26560,OK,45,['2024-09-29 06:32:12'],['NCR']
PF408005B08,26686,12,26690,FAIL,4,['2024-09-29 17:47:39'],['NR']
PF40800594Z,24634,0,24602,OK,32,['2024-09-30 05:48:22'],['NCCR']
PF408005B09,26686,0,26671,OK,15,['2024-09-30 19:28:35'],['NR']
PF408005B11,26620,3,26619,OK,1,['2024-10-01 06:09:00'],['NCR']
PF408005B08,26580,13,26566,OK,14,['2024-10-01 17:16:06'],['NCR']
PF40800594F,24734,16,24734,OK,0,['2024-10-02 06:48:54'],['NRR']
PF40800593K,26695,0,26693,OK,2,['2024-10-04 17:50:40'],['NR']
PF40800595V,27624,0,27624,OK,0,['2024-10-05 03:27:29'],['NR']
PF408005EA6,24674,0,24674,OK,0,['2024-10-05 13:09:45'],['NR']
PF408005EAG,26723,0,26722,OK,1,['2024-10-06 18:40:14'],['NCR']
PF408005B13,26700,0,26695,OK,5,['2024-10-07 04:07:37'],['NR']
PF40800594P,24698,0,24660,OK,38,['2024-10-05 21:33:01'],['NR']
PF408005B15,24652,0,24652,OK,0,['2024-10-07 12:05:13'],['NR']
PF408005B16,24677,23,24685,FAIL,8,['2024-10-06 11:52:19'],['NCCCCCCRR']
PF40800595A,26640,19,26628,OK,12,['2024-10-07 19:53:55'],['NCR']
PF408005EAQ,24501,58,24488,OK,13,['2024-10-08 17:36:56'],['NCCCRR']
PF408005B16,24401,0,24385,OK,16,['2024-10-09 10:42:41'],['NCRR']
PF408005B14,23736,0,23728,OK,8,['2024-10-10 03:57:52'],['NCCRR']
PF415948B01,26672,6,26668,OK,4,['2024-10-11 04:56:46'],['NCR']
PF408004B02,26622,0,26622,OK,0,['2024-10-11 10:33:11'],['NRR']
PF415948931,24573,0,24542,OK,31,['2024-10-11 14:30:19'],['NCRR']
PF415948B02,26686,0,26686,OK,0,['2024-10-11 21:01:21'],['NR']
PF408004EA3,23333,0,23331,OK,2,['2024-10-12 06:23:01'],['NCR']
PF41594893B,24350,1,24343,OK,7,['2024-10-12 01:34:05'],['NCCRR']
PF41594893K,24097,0,24081,OK,16,['2024-10-12 14:54:15'],['NR']
PF415948B04,26548,0,26547,OK,1,['2024-10-12 15:59:21'],['NCRR']
PF408005EBB,24743,0,24743,OK,0,['2024-10-13 00:35:22'],['NR']
PF408005B10,26572,1,26571,OK,1,['2024-10-13 04:16:04'],['NRR']
PF408005B32,26639,0,26635,OK,4,['2024-10-13 08:31:32'],['NR']
PF408005B18,24658,0,24739,FAIL,81,['2024-10-11 00:59:25'],['NCCR']
PF408005B18,24740,0,24739,OK,1,['2024-10-11 00:59:25'],['NCCRR']
PF408005EB1,24539,0,24525,OK,14,['2024-10-13 17:08:00'],['NCCR']
PF408004931,26658,55,26685,FAIL,27,['2024-10-14 04:24:25'],['NCR']
PF408005B42,26281,6,26221,OK,60,['2024-10-13 20:49:04'],['NCRR']
PF408004B01,24302,3,24293,OK,9,['2024-10-14 19:42:29'],['NCCCCCCRR']
ZA413024L44,4671,0,4687,FAIL,16,['2024-10-17 03:04:46'],['N']
ZA413257L4A,4708,0,4708,OK,0,['2024-10-16 06:21:15'],['NR']
ZA413257L42,4727,0,4727,OK,0,['2024-10-17 08:36:27'],['NR']
ZA413257L43,4735,0,4735,OK,0,['2024-10-16 15:12:30'],['NR']
ZA413257L49,4637,0,4637,OK,0,['2024-10-17 05:55:21'],['NCR']
ZA413024L46,4803,0,4803,OK,0,['2024-10-17 00:04:44'],['NR']
ZA413024L47,4801,0,4799,OK,2,['2024-10-16 21:06:00'],['NCR']
ZA413361L42,4439,0,4439,OK,0,['2024-10-16 01:44:55'],['NCRR']
PF40800494M,24149,0,24149,OK,0,['2024-10-17 02:38:03'],['NCR']
ZA413024L42,4717,0,4714,OK,3,['2024-10-16 18:22:41'],['NR']
ZA413257L45,4743,1,4743,OK,0,['2024-10-16 11:27:27'],['NR']
ZA413257L47,4683,0,4683,OK,0,['2024-10-17 11:08:11'],['NR']
PF40800494D,22933,0,22932,OK,1,['2024-10-17 13:04:49'],['NR']
PF408004931,26568,0,26568,OK,0,['2024-10-17 21:05:48'],['NR']
PF408004B08,26608,0,26603,OK,5,['2024-10-18 06:30:40'],['NCR']
PF408004B05,26518,67,26538,FAIL,20,['2024-10-17 14:47:52'],['NCCCRR']
PF408004B06,26615,0,26611,OK,4,['2024-10-18 10:00:10'],['NRR']
PF408004B09,26543,0,26513,OK,30,['2024-10-18 16:53:09'],['NR']
PF40800494V,24642,0,24641,OK,1,['2024-10-18 21:06:25'],['NRR']
VC443837931,29998,0,29997,OK,1,['2024-10-19 04:08:47'],['NR']
VC443837B01,26551,0,26551,OK,0,['2024-10-19 08:09:32'],['NRR']
PF408004B10,25549,0,26596,FAIL,1047,['2024-10-19 14:49:01'],['N']
PF408004B10,26598,0,26596,OK,2,['2024-10-19 14:49:01'],['NR']
PF408004943,24605,0,24603,OK,2,['2024-10-19 20:04:09'],['NRR']
PF40800493A,24107,0,24683,FAIL,576,['2024-10-20 00:33:26'],['N']
PF40800493A,24683,0,24683,OK,0,['2024-10-20 00:33:26'],['NR']
PF40800493K,22398,0,22398,OK,0,['2024-10-20 05:58:22'],['NRR']
PF40800595L,26613,0,26613,OK,0,['2024-10-20 15:56:21'],['NCR']
PF40800493T,23788,0,23788,OK,0,['2024-10-21 02:02:29'],['NR']
PF408005B17,24697,0,24686,OK,11,['2024-10-21 00:51:55'],['NCCCCCR']
PF408004B17,24437,0,26531,Incomplete EBS,2094,['2024-10-21 10:19:23'],['NCCC']
PF408004B17,26537,0,26531,OK,6,['2024-10-21 10:19:23'],['NCCCRR']
PF408004B11,26679,0,26675,OK,4,['2024-10-21 16:01:36'],['NR']
PF408004B05,26357,0,26345,OK,12,['2024-10-22 05:48:45'],['NR']
VC44383794L,17059,0,17059,OK,0,['2024-10-22 10:39:43'],['NCCCRR']
VC443837B04,19944,0,19915,OK,29,['2024-10-22 17:26:53'],['NCR']
VC443837B05,19942,0,19938,OK,4,['2024-10-22 20:23:04'],['NR']
VC44383793N,30578,0,30578,OK,0,['2024-10-23 14:14:07'],['NR']
VC443837B08,26633,0,26633,OK,0,['2024-10-23 23:34:40'],['NCCR']
VC443837B06,26672,12,26679,FAIL,7,['2024-10-23 05:34:55'],['NCRR']
VC44383793Y,30285,0,30266,OK,19,['2024-10-23 02:18:09'],['NCCR']
VC443837B07,26548,0,26546,OK,2,['2024-10-23 18:31:15'],['NR']
VC44383794A,30144,0,30144,OK,0,['2024-10-24 05:12:06'],['NCR']
VC443837B10,26662,10,26628,OK,34,['2024-10-24 08:10:20'],['NCCCR']
VC44383793C,30486,0,30452,OK,34,['2024-10-24 19:43:02'],['NR']
VC443837B06,26483,0,26476,OK,7,['2024-10-24 17:57:14'],['NCRR']
PF41594894E,24524,18,24511,OK,13,['2024-10-31 09:44:07'],['NCCRR']
PF41594893T,24440,13,24411,OK,29,['2024-10-31 23:57:13'],['NCR']
PF415948B09,26545,16,26545,OK,0,['2024-11-01 10:31:30'],['NRR']
PF415948B10,26450,10,26444,OK,6,['2024-11-01 01:49:32'],['NCCCCCCRR']
PF41594894O,24580,0,24577,OK,3,['2024-11-01 20:29:46'],['NR']
PF415948B12,26525,3,26517,OK,8,['2024-11-02 05:53:23'],['NR']
PF415948B13,26511,0,26492,OK,19,['2024-11-02 16:15:13'],['NR']
PF41594894Y,23795,0,23794,OK,1,['2024-11-03 02:08:23'],['NR']
PF40800495M,42141,19,42119,OK,22,['2024-11-03 00:08:51'],['NRR']
PF415948B11,26497,0,26460,OK,37,['2024-11-02 00:18:41'],['NCCR']
PF40800495E,42000,3,41978,OK,22,['2024-11-03 19:37:55'],['NCCCCRR']
PF40800495U,39943,0,39936,OK,7,['2024-11-05 01:20:27'],['NCCCCCCCCR']
PF415948944,24458,0,24453,OK,5,['2024-11-06 07:13:56'],['NR']
PF408004956,21107,0,21072,OK,35,['2024-11-07 15:14:10'],['NCCRR']
VC441467931,33854,3,33842,OK,12,['2024-11-06 18:56:36'],['NCCCRR']
PF408004B29,19916,5,19895,OK,21,['2024-11-08 03:21:53'],['NCRR']
PF43093795A,24654,0,24648,OK,6,['2024-11-08 21:03:00'],['NCCCR']
PF430937B01,26567,0,26566,OK,1,['2024-11-09 10:51:18'],['NRR']
PF43093794F,24698,0,24678,OK,20,['2024-11-10 00:47:52'],['NCCRR']
PF430937B02,26602,0,26602,OK,0,['2024-11-10 12:22:23'],['NR']
ZA413024L44,4642,0,4642,OK,0,['2024-11-08 15:11:01'],['NR']
PF43093794Z,24626,31,24564,OK,62,['2024-11-10 21:37:51'],['NCCCCCR']
PF41594895H,24655,0,24606,OK,49,['2024-11-12 10:55:02'],['NCR']
PF430937B03,26485,21,26316,OK,169,['2024-11-12 01:57:28'],['NCCCCCCCR']
PF415948B23,26607,0,26584,OK,23,['2024-11-12 20:35:37'],['NCRR']
PF43093793U,24563,19,24551,OK,12,['2024-11-13 08:08:54'],['NRR']
PF430937B04,26613,4,26596,OK,17,['2024-11-13 07:09:34'],['NCCCCCCCCR']
PF43093795T,24674,6,24668,OK,6,['2024-11-13 17:28:19'],['NR']
PF430937945,24655,3,24627,OK,28,['2024-11-13 20:14:41'],['NR']
PF430937B07,26538,34,26529,OK,9,['2024-11-14 02:53:01'],['NCR']
PF430937B08,26624,0,26617,OK,7,['2024-11-14 05:13:08'],['NCR']
PF415948958,20219,4,20197,OK,22,['2024-11-14 14:53:03'],['NR']
PF415948B26,26401,12,26330,OK,71,['2024-11-14 18:02:06'],['NRR']
PF430937B11,26621,0,26611,OK,10,['2024-11-15 00:02:00'],['NR']
PF430937B14,26569,0,26530,OK,39,['2024-11-15 04:42:35'],['NCCCRR']
PF442224B01,26525,0,26494,OK,31,['2024-11-15 09:42:35'],['NR']
PF44222493B,25261,0,25261,OK,0,['2024-11-15 17:17:47'],['NCCR']
PF430937EA4,24625,0,24615,OK,10,['2024-11-15 20:22:39'],['NCR']
PF430937B19,26643,0,26643,OK,0,['2024-11-16 05:14:20'],['NCCR']
PF430937B21,26508,0,26475,OK,33,['2024-11-16 09:14:39'],['NCCR']
PF43093794P,24709,0,24709,OK,0,['2024-11-16 16:08:33'],['NR']
PF430937EAE,24531,0,24522,OK,9,['2024-11-16 21:27:17'],['NR']
PF442224B02,26625,0,26625,OK,0,['2024-11-16 23:55:38'],['NR']
PF430937B27,26511,7,26501,OK,10,['2024-11-17 05:44:38'],['NR']
PF430937B25,26602,0,26602,OK,0,['2024-11-17 08:26:57'],['NR']
PF430937931,23320,0,23320,OK,0,['2024-11-17 16:43:24'],['NR']
PF43093793K,24729,0,24694,OK,35,['2024-11-17 14:46:14'],['NR']
PF430937B29,26610,5,26598,OK,12,['2024-11-17 23:35:16'],['NR']
PF415948EA2,24506,0,24493,OK,13,['2024-11-18 00:08:42'],['NCR']
PF415948B31,26621,0,26619,OK,2,['2024-11-18 09:30:04'],['NCR']
PF415948B30,26652,0,26651,OK,1,['2024-11-18 09:33:26'],['NR']
PF43093793A,24728,0,24721,OK,7,['2024-11-18 18:57:52'],['NR']
PF41594895R,24542,0,24407,OK,135,['2024-11-18 18:34:39'],['NR']
PF43093795K,24498,0,24498,OK,0,['2024-11-19 02:39:18'],['NR']
PF44222494Q,25204,0,25204,OK,0,['2024-11-19 02:42:58'],['NR']
PF430937B36,26680,0,26647,OK,33,['2024-11-19 10:33:44'],['NCR']
PF430937EAO,24612,0,24611,OK,1,['2024-11-20 08:27:15'],['N']
PF442224931,25085,0,25036,OK,49,['2024-11-20 15:20:54'],['N']
PF442224B05,26557,0,26554,OK,3,['2024-11-21 00:15:57'],['N']
PF44222493L,25205,0,25184,OK,21,['2024-11-21 09:28:01'],['NR']
PF442224B06,26731,1,26730,OK,1,['2024-11-21 16:54:53'],['NR']
PF442224B10,26542,0,26538,OK,4,['2024-11-22 00:32:55'],['NR']
PF44222494G,25090,0,25086,OK,4,['2024-11-22 10:30:47'],['NR']
PF442224946,25021,12,25012,OK,9,['2024-11-22 19:58:48'],['NRR']
PF442224B12,26471,0,26459,OK,12,['2024-11-23 05:54:08'],['NRR']
PF442224B09,26660,0,26634,OK,26,['2024-12-01 15:07:51'],['NCR']
VC43831994N,28519,0,28519,OK,0,['2024-12-02 09:28:45'],['NCCRR']
VC43831994H,28484,0,28481,OK,3,['2024-12-02 19:49:32'],['NR']
VC43831994T,28635,0,28624,OK,11,['2024-12-03 04:10:11'],['NRR']
VC44383794W,28532,12,28516,OK,16,['2024-12-10 13:03:10'],['NR']
PF442224951,25002,0,25002,OK,0,['2024-12-11 00:23:19'],['NR']
PF442224B14,26503,0,26502,OK,1,['2024-12-11 09:24:46'],['NR']
PF44222493V,24950,0,24937,OK,13,['2024-12-13 02:30:27'],['NCR']
VC43831993Z,28325,0,28325,OK,0,['2024-12-15 07:06:22'],['NCRR']
VC441467938,17509,9,17494,OK,15,['2024-12-15 19:38:47'],['NRR']
VC438319B04,26568,0,26567,OK,1,['2024-12-14 18:59:38'],['NRR']
VC43831993O,30376,0,30306,OK,70,['2024-12-14 03:57:27'],['NCRR']
VC43831993C,28387,0,28359,OK,28,['2024-12-13 17:33:23'],['NR']
VC438319B07,26491,10,26490,OK,1,['2024-12-19 13:45:40'],['NRR']
VC438319946,30360,41,30394,FAIL,34,['2024-12-20 05:04:09'],['NRR']
VC443837B26,26574,0,26574,OK,0,['2024-12-20 22:13:58'],['NRR']
VC43831994Z,28497,0,28497,OK,0,['2024-12-21 09:30:19'],['NR']
VC44383795E,28446,0,28430,OK,16,['2024-12-21 20:38:42'],['NRR']
VC443837953,30602,0,30596,OK,6,['2024-12-22 18:02:03'],['NRR']
VC438319946,30277,0,30277,OK,0,['2024-12-22 06:33:48'],['NRR']
PF452509B01,26650,5,26601,OK,49,['2024-12-23 04:42:01'],['NCRR']
PF452509931,25152,27,25126,OK,26,['2024-12-23 19:47:27'],['NRR']
VC438319B05,26572,0,26570,OK,2,['2024-12-24 06:12:05'],['NR']
VC438319931,30495,0,30473,OK,22,['2024-12-24 17:05:43'],['NR']
ZA34241693I,9778,76,9760,OK,18,['2024-12-29 22:42:25'],['NCR']
ZA34241693K,9833,73,9809,OK,24,['2024-12-30 10:13:09'],['NR']
VC44146793H,17119,0,17118,OK,1,['2025-01-02 10:36:14'],['NCRR']
PF45250994Q,25029,1,25020,OK,9,['2025-01-02 17:24:58'],['NR']
PF452509946,24795,0,24795,OK,0,['2025-01-03 01:51:41'],['NR']
PF45250994G,25119,0,25099,OK,20,['2025-01-03 10:08:45'],['NR']
PF452509B04,26598,0,26597,OK,1,['2025-01-03 19:00:04'],['NR']
PF452509B03,26605,0,26591,OK,14,['2025-01-04 04:05:25'],['NR']
PF452509B05,26666,0,26666,OK,0,['2025-01-04 13:33:32'],['NRR']
PF45250993B,24962,7,24962,OK,0,['2025-01-04 23:35:24'],['NRR']
PF452509B06,26459,5,26460,FAIL,1,['2025-01-05 11:37:52'],['NCRRR']
PF452509B08,26462,0,26447,OK,15,['2025-01-11 03:23:52'],['NCCCCCCCRR']
PF452509951,25106,0,25104,OK,2,['2025-01-12 01:36:06'],['NR']
ZA34241693F,14760,15,14732,OK,28,['2024-12-29 09:13:44'],['NCRR']
PF44222495B,25026,0,24981,OK,45,['2025-01-12 23:06:38'],['NRR']
PF452509B06,26279,2,26267,OK,12,['2025-01-12 11:47:20'],['NRR']
PF45250993V,25013,0,24984,OK,29,['2025-01-13 11:33:00'],['NRR']
PF452509B15,26593,0,26550,OK,43,['2025-01-13 22:11:00'],['NRR']
VC446695B01,26552,0,26506,OK,46,['2025-01-22 10:54:42'],['NCCR']
PF442224B26,26550,0,26540,OK,10,['2025-01-22 23:51:11'],['NRR']
VC44669593N,30017,0,29951,OK,66,['2025-01-23 17:46:31'],['NCCCCRR']
VC446695931,30609,0,30606,OK,3,['2025-01-25 00:17:23'],['NCR']
VC44669593C,30152,7,30115,OK,37,['2025-01-24 08:47:58'],['NCCCR']
VC44383795K,28561,1,28556,OK,5,['2025-01-25 10:29:33'],['NCR']
VC446695B03,26699,0,26698,OK,1,['2025-01-25 21:35:07'],['NR']
PF452509B16,26457,0,26456,OK,1,['2025-01-26 06:35:22'],['NCRR']
PF45250993L,25000,0,24983,OK,17,['2025-01-26 18:33:40'],['NCCRR']
PF505632B01,26690,0,26687,OK,3,['2025-01-27 08:36:53'],['NR']
VC44669593Y,30475,0,30474,OK,1,['2025-01-27 18:21:09'],['NR']
VC446695B05,26639,0,26639,OK,0,['2025-01-28 04:26:42'],['NR']
VC446695B02,26600,1,26601,FAIL,1,['2025-01-28 12:52:54'],['NR']
VC446695B02,26521,1,26521,OK,0,['2025-01-30 13:16:03'],['NCCCRR']
PF505632932,24614,0,24614,OK,0,['2025-01-31 04:35:04'],['NCCCCCCCCCCR']
PF505632B02,26609,0,26597,OK,12,['2025-01-31 20:21:34'],['NRR']
