LotNo,Qty Unique Chip-id Bin1,Qty Redundant Chip-id,Qty Camstar at Bake-in,Result,Qty Camstar-Unique Chip-Id,Tested Date,Test Sequence
VC327909B21,26695,0,26694,OK,-1,['2023-09-06 07:14:30'],['NCR']
VC328137937,28612,0,28606,OK,-6,['2023-09-06 22:08:59'],['NCCR']
VC32813793P,28620,0,28614,OK,-6,['2023-09-07 04:55:13'],['NR']
VC328137931,28621,0,28615,OK,-6,['2023-09-07 08:54:25'],['NR']
VC328137942,28656,0,28656,OK,0,['2023-09-07 19:23:55'],['NR']
VC32813793V,28477,0,28471,OK,-6,['2023-09-08 01:33:07'],['NR']
VC327909EBH,28582,38,28579,OK,-3,['2023-09-08 14:19:04'],['NCCCCRR']
VC32813794W,28572,0,28572,OK,0,['2023-09-09 05:48:37'],['NCCRR']
VC32813793J,28559,0,28559,OK,0,['2023-09-09 17:58:20'],['NCR']
VC327909EG7,28460,5,28459,OK,-1,['2023-09-09 13:31:56'],['NCRR']
VC327909EFF,30324,23,30311,OK,-13,['2023-09-11 08:26:51'],['NCRR']
VC32813795V,28442,10,28440,OK,-2,['2023-09-13 03:05:36'],['NR']
VC328137EA8,30441,0,30441,OK,0,['2023-09-13 23:33:46'],['NRR']
VC328137EBH,28237,1,28235,OK,-2,['2023-09-14 21:30:51'],['NR']
VC328137B08,26661,6,26651,OK,-10,['2023-09-17 14:56:16'],['NR']
VC327909EF4,30516,0,30516,OK,0,['2023-09-04 09:17:54'],['NCR']
VC32813793D,28674,0,28674,OK,0,['2023-09-07 15:52:34'],['NR']
VC327909EAP,23850,0,23850,OK,0,['2023-09-04 10:37:55'],['NRR']
VC327909EGD,26763,0,26763,OK,0,['2023-09-13 13:44:11'],['NRR']
VC32813794E,28406,1,28391,OK,-15,['2023-09-10 07:08:15'],['NCRR']
VC32813794K,28203,0,28203,OK,0,['2023-09-10 15:51:49'],['NCRR']
VC328137EB6,30216,170,30361,FAIL,145,['2023-09-26 05:51:58'],['NRR']
VC32813794Q,28469,0,28444,OK,-25,['2023-09-08 05:44:25'],['NCR']
VC328137948,28460,0,28460,OK,0,['2023-09-08 19:50:07'],['NCR']
VC328137EAJ,30249,1,30248,OK,-1,['2023-09-18 06:42:30'],['NCR']
VC328137EA2,28463,0,28463,OK,0,['2023-09-15 11:16:22'],['NCCR']
VC328137EAU,30451,0,30451,OK,0,['2023-09-18 20:34:37'],['NR']
VC328137EF5,30581,0,30581,OK,0,['2023-09-19 07:56:06'],['NR']
VC327910937,30581,0,30572,OK,-9,['2023-09-19 11:46:00'],['NR']
VC328137B12,26689,0,26689,OK,0,['2023-09-19 19:03:54'],['NCR']
VC32813795E,30365,11,30365,OK,0,['2023-09-20 00:12:53'],['NCR']
VC328137B16,26707,0,26703,OK,-4,['2023-09-20 11:40:39'],['NR']
VC328137B11,26506,0,26486,OK,-20,['2023-09-20 05:16:38'],['NCCCCRR']
VC328137EBT,30611,0,30611,OK,0,['2023-09-20 21:36:34'],['NR']
VC327909B34,26677,0,26650,OK,-27,['2023-09-20 22:01:34'],['NCR']
VC328137B13,26672,0,26672,OK,0,['2023-09-21 09:21:21'],['NR']
VC328137EBN,28336,5,28335,OK,-1,['2023-09-21 12:31:35'],['NCCRR']
VC328137EFG,30457,0,30453,OK,-4,['2023-09-21 20:58:03'],['NR']
VC328137EFR,30594,0,30593,OK,-1,['2023-09-22 03:48:37'],['NR']
VC328137B19,26677,3,26677,OK,0,['2023-09-22 14:13:25'],['NCCR']
VC327910931,28418,3,28396,OK,-22,['2023-09-18 20:09:00'],['NCCRR']
VC327910B01,26656,0,26647,OK,-9,['2023-09-23 03:52:23'],['NCRR']
VC32791093T,28631,0,28629,OK,-2,['2023-09-22 22:06:35'],['NR']
VC328137B23,26713,0,26713,OK,0,['2023-09-24 03:12:59'],['NCR']
VC32791094X,28621,0,28587,OK,-34,['2023-09-23 22:36:26'],['NCRR']
VC32791093I,30285,0,30285,OK,0,['2023-09-24 14:06:58'],['NRR']
VC33380993U,28505,0,28498,OK,-7,['2023-09-25 05:01:42'],['NCCCRR']
VC32791095G,28505,1,28496,OK,-9,['2023-09-25 15:25:23'],['NCCCRR']
VC328137B25,26628,0,26627,OK,-1,['2023-09-22 08:54:23'],['NCR']
VC333809931,24823,0,24820,OK,-3,['2023-09-26 12:00:50'],['NR']
VC327910B05,26578,0,26540,OK,-38,['2023-09-26 21:35:39'],['NR']
VC327910954,28551,0,28537,OK,-14,['2023-09-26 21:53:36'],['NRR']
VC33380993C,28642,0,28626,OK,-16,['2023-09-27 07:38:32'],['NR']
VC333809936,28606,10,28604,OK,-2,['2023-09-27 11:14:11'],['NCRR']
VC33380994D,28662,0,28661,OK,-1,['2023-09-27 18:14:27'],['NR']
VC33380993O,28577,0,28573,OK,-4,['2023-09-28 04:06:10'],['NRR']
VC33380993I,28614,0,28610,OK,-4,['2023-09-29 04:46:41'],['NR']
VC328137953,30007,0,30006,OK,-1,['2023-09-29 07:03:03'],['NCRR']
VC33380994J,28464,13,28460,OK,-4,['2023-09-29 17:19:49'],['NCR']
VC333809941,28570,0,28566,OK,-4,['2023-09-30 03:10:39'],['NCR']
VC333809947,28711,0,28706,OK,-5,['2023-09-30 04:12:21'],['NR']
VC32952893F,18223,0,18223,OK,0,['2023-10-01 01:23:54'],['NR']
VC328137B41,26596,0,26596,OK,0,['2023-09-30 23:49:39'],['NCR']
VC329528931,18210,0,18209,OK,-1,['2023-10-01 09:48:10'],['NR']
VC328137EB6,30210,1,30179,OK,-31,['2023-09-26 05:51:58'],['NRR']
VC327909EBN,28329,0,28329,OK,0,['2023-10-02 20:12:52'],['NCR']
VC32813795P,28521,0,28520,OK,-1,['2023-09-28 17:34:46'],['NCR']
VC329528935,28542,0,28541,OK,-1,['2023-10-07 05:33:03'],['NCR']
VC329528B03,26624,0,26624,OK,0,['2023-10-08 02:15:48'],['NR']
VC32791095M,28577,13,28558,OK,-19,['2023-09-30 13:31:42'],['NR']
VC333809EAG,30455,12,30453,OK,-2,['2023-10-10 21:15:04'],['NRR']
VC333809B14,26623,0,26611,OK,-12,['2023-10-11 08:31:16'],['NR']
VC327909B19,26707,0,26707,OK,0,['2023-10-12 03:14:39'],['NCR']
VC329528958,28376,18,28355,OK,-21,['2023-10-14 10:17:52'],['NR']
VC329528953,25673,0,25673,OK,0,['2023-10-14 23:04:54'],['NR']
VC32952894C,30714,0,30714,OK,0,['2023-10-15 08:02:45'],['NR']
VC33410494Y,28664,0,28663,OK,-1,['2023-10-15 18:18:56'],['NR']
VC33410494B,28529,8,28503,OK,-26,['2023-10-16 03:42:50'],['NRR']
VC33410494N,28224,0,28224,OK,0,['2023-10-16 13:57:59'],['NR']
VC33410493N,28524,2,28500,OK,-24,['2023-10-15 15:02:39'],['NR']
VC334104936,26453,0,26453,OK,0,['2023-10-16 16:49:25'],['NCRR']
VC33410493H,28636,0,28636,OK,0,['2023-10-16 03:30:34'],['NCR']
VC334104931,26068,0,26068,OK,0,['2023-10-16 23:07:15'],['NRR']
VC32952894Y,22184,0,22181,OK,-3,['2023-10-17 02:50:19'],['NR']
VC329528B07,26680,0,26680,OK,0,['2023-10-17 07:31:52'],['NCR']
VC33410493B,28587,0,28587,OK,0,['2023-10-17 10:55:48'],['NR']
VC329528B08,33360,0,33360,OK,0,['2023-10-17 16:04:37'],['NR']
VC32952894N,27355,0,27355,OK,0,['2023-10-18 02:45:54'],['NR']
VC32952893N,32642,0,32634,OK,-8,['2023-10-18 00:30:17'],['NR']
VC32952893J,17821,0,17821,OK,0,['2023-10-11 18:52:54'],['NRR']
VC33410495B,28416,0,28415,OK,-1,['2023-10-18 11:53:14'],['NR']
VC329528B09,33415,0,33408,OK,-7,['2023-10-18 13:02:38'],['NR']
VC334104955,28546,0,28546,OK,0,['2023-10-18 21:19:46'],['NR']
VC33410493T,30539,0,30538,OK,1,['2023-10-19 06:32:20'],['NR']
VC33410494T,27217,0,27205,OK,12,['2023-10-19 04:15:36'],['NCCR']
VC334104B01,26693,0,26681,OK,12,['2023-10-19 16:13:03'],['NR']
VC32952893Z,33881,1,33881,OK,0,['2023-10-19 19:09:24'],['NCR']
VC329528B10,33383,0,33359,OK,24,['2023-10-20 01:51:29'],['NR']
VC312642S08,24818,0,24798,OK,20,['2023-10-26 20:18:42'],['NCCRR']
VC307335S06,24709,28,24695,OK,14,['2023-10-27 08:48:11'],['NCCCCRR']
VC307335S07,17234,1,17230,OK,4,['2023-10-28 02:57:28'],['NCCCRR']
VC310083S24,7387,0,7385,OK,2,['2023-10-28 13:40:23'],['NCCRR']
VC312642S07,27293,0,27291,OK,2,['2023-10-28 21:52:51'],['NCRR']
VC334104B15,26655,1,26631,OK,24,['2023-10-29 05:25:53'],['NCR']
VC310083S26,18718,4,18718,OK,0,['2023-10-29 15:15:57'],['NCR']
VC312642S09,2481,0,2481,OK,0,['2023-10-30 00:11:45'],['NCR']
VC310083S25,498,0,498,OK,0,['2023-10-30 02:01:06'],['NR']
VC32077994R,30042,0,30020,OK,22,['2023-08-12 06:04:38'],['NR']
VC334104EB3,30487,0,30486,OK,1,['2023-10-29 21:49:43'],['NR']
VC312642S06,29691,0,29657,OK,34,['2023-10-30 02:26:22'],['NR']
VC334104EA6,26230,0,26190,OK,40,['2023-10-30 12:17:59'],['NR']
VC34131593N,30470,5,30460,OK,10,['2023-10-30 16:20:26'],['NRR']
VC33410495V,25624,0,25623,OK,1,['2023-10-31 01:21:52'],['NR']
VC341315B01,26624,0,26623,OK,1,['2023-10-31 05:11:58'],['NCRR']
VC334104B17,26704,0,26704,OK,0,['2023-10-31 12:24:11'],['NR']
VC334104B19,26565,0,26565,OK,0,['2023-11-01 00:09:35'],['NR']
VC334104EAL,24828,0,24826,OK,2,['2023-11-01 09:50:29'],['NRR']
VC334104EBE,43609,10,43605,OK,4,['2023-11-01 11:49:37'],['NCCRR']
VC33410495R,22756,0,22756,OK,0,['2023-11-02 07:54:45'],['NRR']
VC33410495H,24661,0,24661,OK,0,['2023-11-02 17:37:11'],['NRR']
VC341315931,30048,0,30023,OK,25,['2023-11-02 23:31:40'],['NRR']
VC342456944,24167,3,24167,OK,0,['2023-11-03 05:45:56'],['NRR']
VC34131595J,28573,42,28558,OK,15,['2023-11-03 15:02:56'],['NR']
VC334104EAW,28421,1,28421,OK,0,['2023-11-03 15:26:11'],['NRR']
VC34131593Y,30356,0,30348,OK,8,['2023-11-04 03:55:32'],['NCR']
VC34245694E,28534,2,28535,FAIL,1,['2023-11-04 02:32:30'],['NCR']
VC341315EA1,28562,0,28562,OK,0,['2023-11-04 13:25:36'],['NR']
VC334104EAQ,28538,0,28535,OK,3,['2023-11-04 13:51:38'],['NRR']
VC341315958,30454,0,30447,OK,7,['2023-11-04 23:00:48'],['NCCR']
VC34131595P,30520,0,30520,OK,0,['2023-11-05 02:39:55'],['NRR']
VC341315B03,26617,0,26617,OK,0,['2023-11-05 11:14:40'],['NR']
VC34131594A,30593,0,30593,OK,0,['2023-11-05 13:55:00'],['NRR']
VC34131594L,30513,0,30513,OK,0,['2023-11-05 20:03:28'],['NR']
VC341315B02,26647,0,26647,OK,0,['2023-11-05 23:58:52'],['NRR']
VC34131594W,30497,0,30483,OK,14,['2023-11-06 06:11:25'],['NCR']
VC342456949,24229,0,24229,OK,0,['2023-11-06 09:42:55'],['NR']
VC334104B32,26616,0,26615,OK,1,['2023-11-06 16:06:24'],['NCR']
ZA22817093J,9709,10,9704,OK,5,['2023-11-06 14:49:13'],['NCCR']
VC34131593C,30008,0,30008,OK,0,['2023-11-06 17:58:30'],['NRR']
ZA22817093O,4864,5,4851,OK,13,['2023-11-06 23:39:03'],['NCRR']
VC341315B05,26620,0,26620,OK,0,['2023-11-07 00:08:23'],['NR']
ZA22817093N,4820,26,4796,OK,24,['2023-11-07 06:02:19'],['NRR']
VC341315B06,26625,0,26625,OK,0,['2023-11-07 07:48:32'],['NR']
VC341315B04,26597,0,26588,OK,9,['2023-11-07 05:15:32'],['NRR']
VC334104EAB,24635,11,24622,OK,13,['2023-11-07 15:14:15'],['NR']
VC341315B14,26644,0,26643,OK,1,['2023-11-07 16:50:46'],['NRR']
VC341315B09,26572,0,26572,OK,0,['2023-11-07 22:44:52'],['NR']
VC341315B07,26629,0,26629,OK,0,['2023-11-08 03:52:27'],['NR']
VC34245694E,28426,0,28426,OK,0,['2023-11-08 07:24:11'],['NCRR']
VC34245694K,28426,0,28402,OK,24,['2023-11-08 21:52:09'],['NCR']
ZA22817093P,4867,11,4864,OK,3,['2023-11-07 12:12:06'],['NR']
VC341315EA7,28424,0,28407,OK,17,['2023-11-09 07:37:10'],['NR']
VC33410494H,28520,0,28512,OK,8,['2023-10-15 02:14:47'],['NR']
VC32791093Z,29817,1,29779,OK,38,['2023-09-23 09:28:31'],['NRR']
VC327910B04,26518,0,26509,OK,9,['2023-09-25 21:51:26'],['NCRR']
VC33380995D,21070,0,21063,OK,7,['2023-10-05 22:35:37'],['NCCCCR']
VC333809957,27205,0,27205,OK,0,['2023-10-06 03:53:56'],['NCCR']
VC333809EA5,28822,15,28820,OK,2,['2023-10-06 16:33:32'],['NCCCR']
VC327910B06,26252,21,26253,FAIL,1,['2023-09-28 17:19:47'],['NCCRR']
VC33380994P,27502,0,27502,OK,0,['2023-09-30 14:01:24'],['NCR']
VC32791094B,30163,0,30146,OK,17,['2023-09-30 14:01:24'],['NCCRR']
VC327910B03,25995,6,25955,OK,40,['2023-09-23 16:02:01'],['NRR']
VC333809B11,24730,0,24723,OK,7,['2023-10-06 03:53:56'],['NCCR']
VC33380994V,28134,0,28134,OK,0,['2023-10-01 10:21:00'],['NRR']
VC34245695E,30467,0,30463,OK,4,['2023-11-13 19:42:52'],['NCCRR']
VC342456953,30408,0,30402,OK,6,['2023-11-14 08:29:55'],['NCCCCRR']
VC342456B08,26597,5,26580,OK,17,['2023-11-15 06:07:20'],['NCRR']
VC34245695P,28460,0,28454,OK,6,['2023-11-15 18:30:08'],['NR']
VC34245694W,28606,2,28596,OK,10,['2023-11-16 07:14:41'],['NCCCRR']
VC342456B07,26620,0,26620,OK,0,['2023-11-16 20:20:13'],['NR']
VC328137EG3,27045,0,27010,OK,35,['2023-09-24 14:40:39'],['NCCRR']
VC34245693J,24147,12,24123,OK,24,['2023-11-20 20:03:35'],['NR']
VC342456B16,26590,0,26588,OK,2,['2023-11-21 16:39:33'],['NR']
VC333809B16,20643,55,20575,OK,68,['2023-11-01 19:15:47'],['NCCCCCCRR']
VC342456EBS,30589,0,30581,OK,8,['2023-11-22 02:30:29'],['NCCRRR']
VC333809952,19196,2,19125,OK,71,['2023-10-01 16:32:51'],['NCCCCRR']
VC342456B18,26681,0,26673,OK,8,['2023-11-23 05:46:41'],['NR']
VC341315EFG,28554,0,28511,OK,43,['2023-11-22 20:39:59'],['NRR']
VC310082B13,2160,0,2160,OK,0,['2023-11-24 02:51:40'],['NRR']
VC342456B17,26611,20,26611,OK,0,['2023-11-22 19:15:20'],['NR']
VC342456EFF,30477,15,30472,OK,5,['2023-11-23 07:55:30'],['NRR']
VC342456B19,26639,0,26628,OK,11,['2023-11-24 04:38:16'],['NRR']
VC33380995J,18477,0,18474,OK,3,['2023-10-31 21:43:17'],['NCCCCRR']
VC33380995U,23770,3,23750,OK,20,['2023-10-04 15:01:35'],['NCCCRR']
VC333809B12,24841,5,24830,OK,11,['2023-10-07 17:46:51'],['NCCCR']
VC342456EBM,28418,43,28416,OK,2,['2023-11-24 17:50:05'],['NCCRR']
VC342456EB5,30298,0,30274,OK,24,['2023-11-22 03:27:11'],['NCCR']
VC334104945,28603,0,28571,OK,32,['2023-11-24 03:14:07'],['NR']
VC341315EFA,28209,250,28441,FAIL,232,['2023-11-25 10:02:53'],['NRRR']
VC34245693O,24035,0,24018,OK,17,['2023-11-26 09:41:38'],['NRR']
VC34245693A,21623,19,21620,OK,3,['2023-11-27 00:43:27'],['NCR']
VC32791095A,26402,8,26663,FAIL,261,['2023-11-23 17:05:01'],['NR']
VC341315EAO,30349,0,30349,OK,0,['2023-11-27 17:33:37'],['NR']
VC342456931,21358,0,21357,OK,1,['2023-11-28 07:18:47'],['NR']
VC341315B34,26627,0,26625,OK,2,['2023-11-28 17:42:12'],['NR']
VC341315EAD,30117,0,30106,OK,11,['2023-11-29 05:13:36'],['NCR']
VC342456B33,26636,0,26634,OK,2,['2023-11-30 00:02:51'],['NR']
VC342456B30,26629,0,26629,OK,0,['2023-11-30 10:05:33'],['NR']
VC341315B33,26563,0,26562,OK,1,['2023-11-30 20:26:28'],['NR']
VC34245693Y,24136,0,24136,OK,0,['2023-12-01 06:24:23'],['NCCR']
VC34245693T,24020,0,24020,OK,0,['2023-12-01 18:34:37'],['NR']
VC341315EAZ,30285,72,30245,OK,40,['2023-12-01 03:10:09'],['NCCR']
VC342456B40,26637,2,26637,OK,0,['2023-12-02 03:52:40'],['NR']
VC342456EFQ,28462,6,28436,OK,26,['2023-12-02 00:46:14'],['NRR']
VC341315B35,30642,0,30642,OK,0,['2023-12-02 14:18:01'],['NR']
VC34245695V,30451,0,30448,OK,3,['2023-12-02 13:52:06'],['NR']
VC341315B36,26636,0,26626,OK,10,['2023-12-03 00:51:01'],['NR']
VC341315B37,33351,0,33351,OK,0,['2023-12-03 01:38:39'],['NRR']
VC342456EF4,30370,0,30360,OK,10,['2023-12-03 10:09:40'],['NR']
VC341315EFX,30530,44,30511,OK,19,['2023-12-03 13:37:16'],['NRR']
VC342456B29,26567,0,26540,OK,27,['2023-12-03 21:47:12'],['NRR']
VC341315EGK,23816,0,23814,OK,2,['2023-12-04 02:11:36'],['NR']
VC34131693Z,28553,0,28538,OK,15,['2023-12-04 08:58:24'],['NCR']
VC341316946,28579,0,28579,OK,0,['2023-12-04 22:07:32'],['NR']
VC34131694C,28610,0,28610,OK,0,['2023-12-05 07:58:20'],['NR']
VC341316931,28571,0,28563,OK,8,['2023-12-05 19:20:59'],['NCCRR']
VC341315B38,26682,0,26661,OK,21,['2023-12-05 11:56:09'],['NR']
VC341315EBM,30533,0,30506,OK,27,['2023-12-07 00:50:30'],['NR']
VC34131693T,28563,18,28382,OK,181,['2023-12-06 08:41:56'],['NCCCR']
VC341315B46,26694,0,26690,OK,4,['2023-12-07 13:43:43'],['NR']
VC341315EGV,28648,0,28647,OK,1,['2023-12-07 13:09:27'],['NCCR']
VC341315EBB,26680,0,26680,OK,0,['2023-12-07 22:17:05'],['NR']
VC341315B50,26717,0,26716,OK,1,['2023-12-08 06:42:00'],['NCR']
VC341315EFM,30598,13,30584,OK,14,['2023-12-08 01:45:49'],['NCCR']
VC341315B51,26746,0,26732,OK,14,['2023-12-08 17:01:31'],['NR']
VC34245694Q,28496,0,28450,OK,46,['2023-12-09 03:00:13'],['NCR']
VC34131694I,21936,7,21852,OK,84,['2023-12-09 00:36:42'],['NCRR']
VC341316B01,26662,0,26658,OK,4,['2023-12-10 18:31:20'],['NRR']
VC341316B07,26626,0,26619,OK,7,['2023-12-11 03:31:51'],['NR']
VC341316937,30092,73,30072,OK,20,['2023-12-10 19:12:19'],['NCCCCCCRR']
VC341315EG9,30063,1,30054,OK,9,['2023-12-11 12:34:21'],['NR']
VC34131694M,28452,0,28414,OK,38,['2023-12-11 21:20:52'],['NR']
VC34131693I,30372,4,30372,OK,0,['2023-12-11 19:18:35'],['NRR']
VC341315EBX,28645,0,28619,OK,26,['2023-12-12 05:58:51'],['NR']
VC341315EF4,28645,0,28636,OK,9,['2023-12-12 07:20:31'],['NR']
VC34131694S,28556,0,28542,OK,14,['2023-12-12 17:05:45'],['NR']
VC341315EFA,28070,244,27899,OK,171,['2023-12-06 00:15:11'],['NCCCCCCCCR']
VC343908931,30248,40,30243,OK,5,['2023-12-15 18:29:03'],['NRR']
VC343908B01,26488,35,26482,OK,6,['2023-12-16 15:09:46'],['NCCRR']
VC34131695A,28489,66,28464,OK,25,['2023-12-17 01:30:34'],['NCCCCCR']
VC34131694Y,30438,0,30437,OK,1,['2023-12-17 11:43:03'],['NRR']
VC342456EG8,30430,0,30414,OK,16,['2023-12-18 01:06:46'],['NCR']
VC342456EGJ,28495,79,28458,OK,37,['2023-12-17 21:20:18'],['NCCCCR']
VC341316B14,26599,0,26597,OK,2,['2023-12-18 17:14:01'],['NR']
VC342456EFW,30430,14,30427,OK,3,['2023-12-18 18:27:23'],['NCCCCR']
VC34390893N,30261,13,30261,OK,0,['2023-12-19 02:56:09'],['NRR']
VC342456B55,26594,4,26592,OK,2,['2023-12-19 09:31:17'],['NR']
VC34390893C,30481,0,30481,OK,0,['2023-12-19 16:53:13'],['NRR']
VC342456B54,26683,0,26683,OK,0,['2023-12-19 20:59:08'],['NR']
VC343908B03,26649,0,26649,OK,0,['2023-12-20 04:29:45'],['NRR']
VC34543393I,28645,0,28643,OK,2,['2023-12-20 17:15:18'],['NR']
VC343908B05,26653,12,26653,OK,0,['2023-12-20 23:04:09'],['NCCCCRR']
VC343908B06,26642,0,26636,OK,6,['2023-12-21 09:09:41'],['NCCCR']
VC345433931,30351,0,30351,OK,0,['2023-12-21 05:32:40'],['NCR']
VC343908959,30584,0,30584,OK,0,['2023-12-21 19:21:41'],['NCCRR']
VC345433B01,26705,0,26705,OK,0,['2023-12-21 22:35:29'],['NCR']
VC343908B07,26710,0,26709,OK,1,['2023-12-22 07:38:55'],['NCR']
VC34543393C,28698,0,28697,OK,1,['2023-12-22 11:00:44'],['NCR']
VC34390895V,30580,0,30579,OK,1,['2023-12-22 18:05:37'],['NR']
VC343908B04,26373,0,26373,OK,0,['2023-12-20 07:25:06'],['NCR']
VC34543393O,28673,0,28673,OK,0,['2023-12-23 00:06:15'],['NCR']
VC34390894X,30453,0,30447,OK,6,['2023-12-23 05:24:27'],['NCCRR']
VC34390893Y,28690,0,28690,OK,0,['2023-12-23 12:57:33'],['NRR']
VC34390894M,30373,0,30364,OK,9,['2023-12-23 16:38:50'],['NR']
VC34543393U,28577,0,28552,OK,25,['2023-12-24 02:46:04'],['NCCR']
VC343908B09,26566,0,26558,OK,8,['2024-01-02 08:02:05'],['NCCCR']
VC34390894B,30545,0,30535,OK,10,['2024-01-02 22:10:13'],['NR']
VC343908945,28356,0,28352,OK,4,['2024-01-02 21:51:21'],['NR']
VC348239947,28492,1,28492,OK,0,['2024-01-03 10:05:20'],['NR']
VC343908B10,26578,29,26578,OK,0,['2024-01-03 10:47:16'],['NCCCCCCRR']
ZA342416932,29342,84,29310,OK,32,['2024-01-02 20:53:37'],['NCCR']
VC34390895K,30343,0,30343,OK,0,['2024-01-04 00:10:10'],['NCCR']
VC343908B11,26520,74,26496,OK,24,['2024-01-04 19:45:58'],['NCCR']
VC34823995G,28650,1,28628,OK,22,['2024-01-05 18:07:44'],['NR']
VC345433941,30116,9,30096,OK,20,['2024-01-06 11:58:31'],['NCCRR']
VC34823994U,26481,0,26441,OK,40,['2024-01-06 07:58:25'],['NCCCCCCCCCRR']
VC34823994Z,26759,0,26704,OK,55,['2024-01-07 05:10:53'],['NCCR']
VC34823994D,26605,0,26588,OK,17,['2024-01-04 00:13:41'],['NR']
VC348239EAK,30458,57,30442,OK,16,['2024-01-07 20:07:39'],['NCRR']
VC34823995W,28105,0,28090,OK,15,['2024-01-08 02:57:06'],['NCCRR']
VC348239B06,26605,1,26561,OK,44,['2024-01-08 12:00:05'],['NCRR']
VC348239EFK,30543,19,30533,OK,10,['2024-01-08 20:52:36'],['NR']
VC348239955,26890,0,26873,OK,17,['2024-01-09 00:32:25'],['NRR']
VC348239EBV,28438,1,28437,OK,1,['2024-01-09 08:03:09'],['NR']
VC34823995Q,28593,0,28555,OK,38,['2024-01-09 10:52:55'],['NCRR']
VC348239EB2,28377,0,28345,OK,32,['2024-01-09 09:40:17'],['NCCCCCCRR']
VC348239B01,26559,0,26539,OK,20,['2024-01-10 01:56:07'],['NRR']
VC348239B07,26622,1,26606,OK,16,['2024-01-10 05:42:57'],['NCR']
VC348239EF8,28125,84,28064,OK,61,['2024-01-09 23:32:40'],['NCCR']
VC348239B13,26547,0,26547,OK,0,['2024-01-11 16:43:50'],['NR']
VC348239EA9,30128,59,29975,OK,153,['2024-01-10 14:30:56'],['NR']
VC345433B04,26569,0,26474,OK,95,['2024-01-11 09:10:39'],['NRR']
VC348239EAV,28526,4,28506,OK,20,['2024-01-11 20:44:20'],['NR']
VC348239EBE,28512,0,28499,OK,13,['2024-01-11 11:54:18'],['NRR']
VC348239B10,26503,45,26430,OK,73,['2024-01-10 19:00:52'],['NCR']
VC348239EFE,28245,23,28203,OK,42,['2024-01-10 18:10:56'],['NCCR']
VC348239EB8,28453,2,28452,OK,1,['2024-01-11 23:49:50'],['NR']
VC34823993M,26872,0,26872,OK,0,['2024-01-12 07:36:55'],['NR']
VC34823993C,28477,2,28464,OK,13,['2024-01-12 10:37:50'],['NRR']
VC34823993W,26741,0,26741,OK,0,['2024-01-12 16:31:11'],['NR']
VC348239EBK,30056,0,30024,OK,32,['2024-01-12 06:03:42'],['NCCCR']
VC348239931,30500,0,30477,OK,23,['2024-01-13 01:32:00'],['NR']
VC348239EF2,28637,0,28587,OK,50,['2024-01-13 00:08:16'],['NCCR']
VC34668693I,28678,0,28672,OK,6,['2024-01-13 12:15:20'],['NR']
VC348239B05,26691,0,26690,OK,1,['2024-01-13 12:02:43'],['NR']
VC348239B03,26663,0,26663,OK,0,['2024-01-13 21:49:43'],['NCR']
VC34668693O,28474,0,28474,OK,0,['2024-01-13 22:29:01'],['NCR']
VC348239B04,26581,0,26571,OK,10,['2024-01-14 07:32:11'],['NRR']
VC34668693C,28554,0,28554,OK,0,['2024-01-14 09:41:11'],['NR']
VC34543394I,30574,0,30551,OK,23,['2024-01-14 17:38:44'],['NCR']
VC348239EGD,28726,0,28723,OK,3,['2024-01-14 20:23:38'],['NRR']
VC348239EG7,28563,0,28563,OK,0,['2024-01-15 04:33:21'],['NCR']
VC348239B32,26704,4,26704,OK,0,['2024-01-15 13:25:06'],['NR']
VC346686931,37104,0,37104,OK,0,['2024-01-15 11:36:01'],['NRR']
VC34823994I,28664,0,28664,OK,0,['2024-01-16 16:11:35'],['NR']
VC345433B07,26589,0,26573,OK,16,['2024-01-15 21:55:10'],['NCR']
VC34543394C,28527,0,28497,OK,30,['2024-01-16 08:27:49'],['NCRR']
VC348239B09,26698,0,26698,OK,0,['2024-01-16 07:16:14'],['NR']
VC348239EFV,30729,0,30729,OK,0,['2024-01-15 06:06:46'],['NCRR']
VC34823995A,28538,0,28525,OK,13,['2024-01-16 19:06:48'],['NCR']
VC348239EA3,28498,0,28478,OK,20,['2024-01-17 08:25:39'],['NR']
VC346686B01,20030,0,20030,OK,0,['2024-01-17 18:43:33'],['NR']
VC34823994O,28098,3,28050,OK,48,['2024-01-07 09:05:22'],['NCRR']
VC346686952,28596,0,28572,OK,24,['2024-01-22 21:30:24'],['NCR']
VC346686958,28476,3,28476,OK,0,['2024-01-23 12:11:19'],['NCCR']
VC346686941,28331,0,28305,OK,26,['2024-01-24 02:21:19'],['NCCR']
VC346686947,28622,1,28587,OK,35,['2024-01-24 17:39:10'],['NCR']
VC34668693U,28385,0,28324,OK,61,['2024-01-25 05:04:08'],['NCR']
VC34953693H,20961,0,20897,OK,64,['2024-01-25 19:34:00'],['NR']
VC34953693L,21144,1,21047,OK,97,['2024-01-26 03:29:52'],['NCRR']
VC34668695K,28560,0,28539,OK,21,['2024-01-26 12:44:29'],['NR']
VC34668694J,28652,0,28652,OK,0,['2024-01-26 21:34:04'],['NR']
VC34668694D,28485,0,28481,OK,4,['2024-01-27 06:07:59'],['N']
VC34953693D,21098,0,21092,OK,6,['2024-01-27 14:30:59'],['N']
VC349536931,30099,0,30078,OK,21,['2024-01-27 21:00:39'],['NCR']
